feature_id,area,feature_name,user_story,expected_behaviour,how_to_test,spec_ref,code_ref,status,error_notes,fix_ref,retest_status
picker-background-wait-message,picker,An empty candidate list waits for a running background scan,"As a user whose only sessions come from Codex, I want to be told resume is still scanning rather than shown an empty picker, so that I do not think I have no sessions.","When the candidate list is empty and a `BackgroundAgent` is still pending, `run_tabbed_picker` prints `resume: waiting for <agent> to finish scanning...` once and polls until a candidate arrives. With no pending background agent and no candidates it returns Cancelled instead of opening an empty picker.","Under a PTY with a fixture where only Codex has sessions and its scan is slow, confirm the waiting line is printed exactly once and the picker then opens with rows.",§5 Interactive Session Picker,src/picker.rs:423 (run_tabbed_picker); src/picker.rs:400 (BackgroundAgent),Pass,,,Pass
picker-rank-ordering,picker,Rows are ordered oldest-first with the most recent at the bottom,"As a user, I want the most recently active session nearest my cursor, so that the common choice needs the least movement.","The snapshot is sorted ascending by `PickerCandidate::rank` with the candidate key as a stable tiebreak, mirroring `session::compare_sessions` reversed. The most recently active session is therefore the bottom row of the newest page.","Under a PTY with fixture sessions of known activity times, confirm the bottom row of page 1 is the most recently active and that reruns produce an identical order.",§3 Decision metadata,src/picker.rs:383 (PickerCandidate),Pass,,,Pass
codex-background-discovery,codex,Codex scans in the background when other agents are configured,"As a user with a large Codex corpus, I want the picker to open on my other agents immediately, so that Codex's slow scan does not hold the whole tool closed.",`run_interactive` sets `codex_async` when Codex is configured alongside at least one other agent. Codex then discovers on a detached thread while the picker opens on the synchronous agents' results.,"With fixtures for Codex and at least one other agent, run `resume` under a PTY and confirm the picker opens before Codex's scan completes.",§5 Codex parallel scan and discovery cache,src/app.rs:270 (run_interactive),Pass,,,Pass
codex-sole-agent-synchronous,codex,Codex stays synchronous when it is the only agent,"As a user who configured only Codex, I want resume to wait rather than show me an empty picker, so that backgrounding does not produce a useless view.","`codex_async` requires more than one configured agent, so `-a codex` alone discovers synchronously exactly like every other agent.",Run `resume -a codex` under a PTY and confirm the picker does not open until Codex's scan has finished.,§5 Codex parallel scan and discovery cache,src/app.rs:270 (run_interactive),Pass,,,Pass
codex-results-merge-on-navigation,codex,Background Codex results appear on the next navigation,"As a user, I want Codex sessions to show up once its scan finishes, so that backgrounding does not lose results.","`merge_records` appends into the shared candidate list, and `run_tabbed_picker` re-reads that snapshot on every page turn and tab switch — but never mid-render, so rows never shift under the cursor.","Under a PTY, open the picker before Codex finishes, wait for it to complete, press Tab, and confirm Codex sessions and its tab are now present.",§5 Codex parallel scan and discovery cache,src/app.rs:434 (merge_records); src/picker.rs:423 (run_tabbed_picker),Pass,,,Pass
codex-progress-after-picker,codex,The Codex timing line is deferred until the picker releases the terminal,"As a user, I want no stray output over the picker's rendering, so that the display is never corrupted.","Codex's elapsed-time line is buffered on a channel and flushed only after `run_tabbed_picker` returns, using `try_recv` so a still-running scan prints nothing rather than blocking.","Under a PTY, confirm no `resume: codex scanned` line appears while the picker is drawn, and that it appears afterwards when the scan finished first and not at all when the user acted first.",§7 Diagnostics,src/app.rs:270 (run_interactive),Pass,,,Pass
codex-parallel-scan-bounded,codex,Rollout parsing is parallel above a threshold and bounded,"As a user with thousands of rollout files, I want discovery to use several cores without exhausting them, so that resume is fast without destabilizing my machine.","`parallel_map` fans out only when the item count reaches `PARALLEL_THRESHOLD` (16) and never spawns more than `MAX_DISCOVERY_WORKERS` (8) scoped threads; below the threshold it runs serially, avoiding thread setup cost for small corpora.",Time `resume --json -a codex` against a fixture with several hundred rollouts and confirm it completes without spawning an unbounded number of threads; confirm a 3-file fixture returns the same sessions.,§5 Codex parallel scan and discovery cache,src/integration/codex/discover.rs:46 (parallel_map); src/integration/codex/discover.rs:35 (MAX_DISCOVERY_WORKERS); src/integration/codex/discover.rs:39 (PARALLEL_THRESHOLD),Pass,,,Pass
codex-cache-hit-skips-parse,codex,An unchanged rollout file is served from the discovery cache,"As a returning user, I want the second run to be faster than the first, so that repeated use is cheap.","`DiscoveryCache::lookup` returns the recorded outcome when the file's size and mtime both still match, skipping the read and JSON parse entirely. The rollout JSONL remains authoritative; the cache only avoids re-deriving what it already holds.",Run `resume --json -a codex` twice against an unchanged large fixture and confirm the second run is faster and returns byte-identical JSON.,§5 Codex parallel scan and discovery cache,src/integration/codex/cache.rs:131 (DiscoveryCache),Pass,,,Pass
codex-cache-degrades-silently,codex,"A missing, corrupt, or stale-version cache degrades to a full scan","As a user, I want a damaged cache never to change my results, so that a speed optimization cannot become a correctness problem.","`DiscoveryCache::load` treats a missing file, unreadable file, malformed JSON, and a `version` other than `CACHE_VERSION` all as an empty cache rather than an error, so discovery silently falls back to a full fresh scan. Deleting the cache file is always safe.","Run once to populate the cache, then in turn truncate it, fill it with garbage, and rewrite its version field; after each, confirm `resume --json -a codex` returns the same sessions as a cold run and reports no error.",§5 Codex parallel scan and discovery cache,src/integration/codex/cache.rs:141 (load),Pass,,,Pass
codex-cache-location,codex,The discovery cache honours XDG_CACHE_HOME,"As a user, I want the cache in my configured cache directory, so that it is covered by my existing cleanup and backup rules.","`cache_path` returns `$XDG_CACHE_HOME/resume/codex-discovery-v1.json` when XDG_CACHE_HOME is set, otherwise `~/.cache/resume/codex-discovery-v1.json`. It reads no environment variable directly, so callers and tests can inject isolation.","Set XDG_CACHE_HOME to a fixture directory, run `resume --json -a codex`, and confirm the cache file is created there and not under HOME.",§5 Codex parallel scan and discovery cache,src/integration/codex/cache.rs:120 (cache_path),Pass,,,Pass
codex-cache-prunes-orphans,codex,Cache entries for deleted rollouts under the current root are pruned,"As a user who cleans up old Codex rollouts, I want the cache not to grow forever, so that it does not accumulate dead entries indefinitely.","`save` drops any entry whose path is under the current run's effective root but was not seen this run — the file no longer exists, since caching means every current file under that root is enumerated.","Populate the cache from a fixture, delete one rollout file, rerun `resume --json -a codex`, and confirm the cache file no longer contains that path.",§5 Codex parallel scan and discovery cache,src/integration/codex/cache.rs:230 (save),Pass,,,Pass
codex-cache-keeps-other-roots,codex,Entries from a different CODEX_HOME are never treated as orphaned,"As a user who switches between Codex homes, I want each home's cache to survive runs against the other, so that alternating does not repeatedly cold-start.","`save` prunes only entries under the *current* effective root. An entry under a different root is left untouched, because this run scanned only its own root and has no evidence about anything outside it.","Run against CODEX_HOME A, then against CODEX_HOME B, and confirm the cache still contains A's entries; run against A again and confirm it is a warm run.",§5 Codex parallel scan and discovery cache,src/integration/codex/cache.rs:230 (save),Pass,,,Pass
